vehicle_id,date,soh,soc,avg_temperature_c,charge_cycles_total,depth_of_discharge_pct,fast_charge_events_count,avg_charge_cap_pct
EV011,2025-08-31,94.96,44.92,33.53,192.91,46.44,3,72.89
EV011,2025-09-01,94.9,66.54,34.34,195.14,41.11,3,73.4
EV011,2025-09-02,94.8,33.27,32.67,199.03,47.72,3,77.49
EV011,2025-09-03,94.69,46.94,37.99,202.96,67.01,1,69.36
EV011,2025-09-04,94.56,64.06,36.06,206.29,44.56,3,72.68
EV011,2025-09-05,94.45,21.61,36.86,209.12,41.29,2,74.07
EV011,2025-09-06,94.4,35.17,31.75,212.23,43.53,1,75.08
EV011,2025-09-07,94.32,22.51,30.94,215.59,45.54,2,69.0
EV011,2025-09-08,94.28,25.45,32.27,217.94,48.87,1,68.58
EV011,2025-09-09,94.14,36.7,35.87,221.72,49.15,2,73.74
EV011,2025-09-10,94.09,50.87,32.52,224.3,46.99,1,74.3
EV011,2025-09-11,93.99,20.33,33.09,228.24,42.22,3,73.62
EV011,2025-09-12,93.9,28.31,27.28,232.12,50.05,3,73.43
EV011,2025-09-13,93.82,64.17,37.15,234.34,53.46,2,75.57
EV011,2025-09-14,93.77,53.49,32.44,237.44,56.02,1,72.41
EV011,2025-09-15,93.67,55.19,34.53,241.24,38.59,2,70.54
EV011,2025-09-16,93.64,20.21,30.0,243.49,50.73,1,76.18
EV011,2025-09-17,93.56,23.93,30.07,246.73,45.25,2,76.35
EV011,2025-09-18,93.49,52.83,34.82,249.7,48.75,3,75.39
EV011,2025-09-19,93.41,71.23,32.12,252.64,47.46,2,72.48
EV011,2025-09-20,93.36,53.66,29.89,255.43,57.13,1,77.76
EV011,2025-09-21,93.31,20.37,33.9,257.66,38.72,4,74.52
EV011,2025-09-22,93.18,60.82,36.89,260.84,50.67,3,78.25
EV011,2025-09-23,93.1,52.72,29.12,264.23,56.92,3,74.29
EV011,2025-09-24,93.02,29.36,41.34,266.62,43.87,1,74.89
EV011,2025-09-25,92.95,52.89,31.84,269.39,44.21,3,77.29
EV011,2025-09-26,92.86,61.88,35.27,271.89,54.22,4,72.65
EV011,2025-09-27,92.8,62.48,25.09,274.15,57.78,3,75.45
EV011,2025-09-28,92.75,24.79,26.05,277.24,58.94,0,74.91
EV011,2025-09-29,92.65,68.61,34.66,281.07,49.11,3,72.68
EV011,2025-09-30,92.58,21.54,25.39,284.28,46.28,2,77.19
EV011,2025-10-01,92.51,74.46,31.71,286.75,40.72,2,76.79
EV011,2025-10-02,92.44,53.88,32.11,289.63,51.87,2,76.69
EV011,2025-10-03,92.39,74.63,29.83,292.12,45.62,1,75.88
EV011,2025-10-04,92.3,41.8,36.36,294.54,40.08,2,75.71
EV011,2025-10-05,92.25,54.98,28.58,297.66,49.73,0,72.76
EV011,2025-10-06,92.13,55.6,38.45,301.49,39.27,1,71.74
EV011,2025-10-07,92.07,67.98,31.56,303.98,49.19,2,72.81
EV011,2025-10-08,92.01,34.93,29.16,306.36,46.11,3,73.36
EV011,2025-10-09,91.97,44.31,29.03,308.7,36.95,1,76.26
EV011,2025-10-10,91.91,48.79,33.38,311.25,35.05,2,73.38
EV011,2025-10-11,91.84,28.28,34.48,314.35,50.44,2,71.2
EV011,2025-10-12,91.74,42.83,33.41,318.22,51.29,3,68.05
EV011,2025-10-13,91.63,38.56,36.51,321.23,51.95,2,78.55
EV011,2025-10-14,91.51,53.08,39.15,324.92,49.28,1,69.28
EV011,2025-10-15,91.44,59.91,32.39,327.82,58.11,2,75.83
EV011,2025-10-16,91.38,59.96,32.82,330.62,59.52,2,77.32
EV011,2025-10-17,91.28,47.28,41.24,333.68,47.91,1,76.99
EV011,2025-10-18,91.16,65.35,36.4,336.94,49.25,3,74.69
EV011,2025-10-19,91.07,57.83,32.68,340.54,31.32,2,76.46
EV011,2025-10-20,90.97,57.33,36.22,343.82,58.14,1,77.15
EV011,2025-10-21,90.88,46.24,38.13,346.1,55.85,3,75.97
EV011,2025-10-22,90.8,31.79,31.07,349.2,52.1,2,76.81
EV011,2025-10-23,90.72,28.06,31.68,352.65,39.94,3,79.49
EV011,2025-10-24,90.65,53.36,29.81,355.41,62.36,2,73.55
EV011,2025-10-25,90.59,74.75,34.78,358.92,35.47,1,75.73
EV011,2025-10-26,90.54,65.86,29.05,361.13,47.7,2,74.01
EV011,2025-10-27,90.39,48.2,38.08,365.09,45.34,2,72.42
EV011,2025-10-28,90.33,20.59,33.99,367.65,50.48,3,71.15
EV011,2025-10-29,90.27,42.96,32.09,369.89,52.16,3,70.47
EV011,2025-10-30,90.23,34.71,34.06,372.43,54.52,0,75.36
EV011,2025-10-31,90.12,39.36,37.71,375.26,37.41,3,76.57
EV011,2025-11-01,90.05,70.36,30.9,377.99,45.94,3,74.61
EV011,2025-11-02,89.95,69.39,35.6,380.71,54.71,2,77.16
EV011,2025-11-03,89.9,35.53,32.09,384.44,50.0,1,74.96
EV011,2025-11-04,89.84,56.63,33.58,387.66,49.37,0,75.24
EV011,2025-11-05,89.79,70.96,31.45,391.29,47.03,0,71.06
EV011,2025-11-06,89.69,48.37,37.37,393.85,65.12,2,75.86
EV011,2025-11-07,89.61,51.98,33.27,397.04,53.67,3,73.44
EV011,2025-11-08,89.48,46.66,36.96,400.27,49.75,2,70.66
EV011,2025-11-09,89.42,52.08,28.58,403.97,45.29,1,73.47
EV011,2025-11-10,89.34,58.08,32.94,407.58,51.22,2,73.38
EV011,2025-11-11,89.26,43.77,27.05,410.55,43.22,2,70.8
EV011,2025-11-12,89.21,71.49,29.61,412.9,45.41,2,76.96
EV011,2025-11-13,89.12,22.66,31.99,416.56,52.06,3,70.39
EV011,2025-11-14,89.08,32.59,33.48,419.13,47.33,0,71.14
EV011,2025-11-15,88.96,26.18,38.33,422.16,60.69,2,69.14
EV011,2025-11-16,88.88,31.14,33.42,425.48,51.81,4,74.8
EV011,2025-11-17,88.82,72.54,34.45,429.14,39.1,0,72.63
EV011,2025-11-18,88.77,20.86,29.64,432.27,56.42,0,73.6
EV011,2025-11-19,88.74,59.74,30.22,434.54,42.48,1,74.45
EV011,2025-11-20,88.66,24.7,29.09,437.8,50.08,4,74.79
EV011,2025-11-21,88.61,40.59,32.0,440.01,54.85,2,76.88
EV011,2025-11-22,88.51,59.9,35.96,442.56,39.03,2,72.23
EV011,2025-11-23,88.48,48.27,34.61,444.91,43.1,1,76.07
EV011,2025-11-24,88.4,58.0,38.72,447.62,56.52,1,72.45
EV011,2025-11-25,88.33,60.98,34.73,450.1,50.98,2,74.56
EV011,2025-11-26,88.25,64.57,31.9,453.26,64.37,2,76.22
EV011,2025-11-27,88.16,44.16,29.8,456.78,43.0,2,74.21
EV011,2025-11-28,88.07,63.03,31.39,460.7,43.1,3,70.02
EV011,2025-11-29,88.0,65.53,31.03,463.44,48.08,2,73.0
EV011,2025-11-30,87.91,31.12,32.04,467.1,44.41,2,73.38
EV011,2025-12-01,87.8,75.72,35.03,470.19,53.02,2,76.77
EV011,2025-12-02,87.65,24.4,42.64,473.91,61.98,2,75.89
EV011,2025-12-03,87.59,47.82,32.88,476.72,34.66,2,75.49
EV011,2025-12-04,87.51,53.98,32.5,479.88,41.4,2,77.25
EV011,2025-12-05,87.45,38.0,31.24,482.22,52.03,2,75.95
EV011,2025-12-06,87.41,65.77,31.42,485.1,50.95,1,73.88
EV011,2025-12-07,87.31,62.98,35.54,488.39,50.05,1,75.34
EV011,2025-12-08,87.25,22.14,34.27,490.68,56.22,2,73.64
EV011,2025-12-09,87.12,30.47,38.18,494.17,47.13,2,67.02
EV011,2025-12-10,87.01,44.73,36.89,497.04,61.21,4,77.09
EV011,2025-12-11,86.95,34.54,34.54,500.92,40.42,1,71.75
EV011,2025-12-12,86.82,77.54,35.63,504.3,62.59,2,78.6
EV011,2025-12-13,86.72,25.43,32.78,508.1,38.71,2,79.66
EV011,2025-12-14,86.66,30.18,29.93,512.05,44.49,0,71.82
EV011,2025-12-15,86.57,23.75,30.97,516.03,49.56,3,73.4
EV011,2025-12-16,86.52,25.76,32.15,518.2,50.67,2,71.07
EV011,2025-12-17,86.44,58.61,30.53,521.46,50.37,3,78.67
EV011,2025-12-18,86.34,37.31,31.35,525.43,48.77,4,72.92
EV011,2025-12-19,86.25,68.81,25.9,529.4,42.68,2,76.48
EV011,2025-12-20,86.18,73.34,32.4,531.98,32.18,2,73.9
EV011,2025-12-21,86.1,71.72,32.92,535.38,43.38,4,75.46
EV011,2025-12-22,86.04,55.83,28.33,538.76,56.24,1,71.72
EV011,2025-12-23,85.96,71.22,29.98,542.04,48.41,3,77.52
EV011,2025-12-24,85.91,51.29,32.75,545.63,46.4,0,71.31
EV011,2025-12-25,85.84,52.63,31.1,548.28,38.25,2,70.76
EV011,2025-12-26,85.71,41.35,36.84,551.71,51.13,2,77.25
EV011,2025-12-27,85.62,36.28,34.94,554.95,36.71,4,75.28
EV011,2025-12-28,85.56,73.76,25.81,557.67,47.06,3,78.18
EV011,2025-12-29,85.52,28.83,32.59,560.11,58.13,0,78.91
EV011,2025-12-30,85.46,62.31,31.71,562.71,41.02,3,76.86
EV011,2025-12-31,85.39,33.76,29.16,565.69,43.44,4,73.0
EV011,2026-01-01,85.26,31.92,40.89,569.68,41.9,1,72.28
EV011,2026-01-02,85.2,77.2,30.36,572.3,56.25,2,77.25
EV011,2026-01-03,85.11,63.36,34.12,575.81,40.89,2,76.16
EV011,2026-01-04,85.03,44.26,31.71,579.27,61.89,3,73.04
EV011,2026-01-05,84.94,67.35,35.31,582.14,41.71,1,75.26
EV011,2026-01-06,84.88,41.58,33.62,584.67,50.3,2,77.14
EV011,2026-01-07,84.73,38.59,37.57,588.11,45.29,2,70.19
EV011,2026-01-08,84.6,68.09,35.16,591.52,33.13,2,74.37
EV011,2026-01-09,84.53,59.29,34.21,594.18,44.42,3,75.94
EV011,2026-01-10,84.47,38.93,32.49,597.82,42.8,1,75.21
EV011,2026-01-11,84.42,36.68,34.74,601.12,56.81,1,74.73
EV011,2026-01-12,84.32,64.95,30.9,604.84,57.15,3,76.43
EV011,2026-01-13,84.27,65.52,26.68,607.21,40.02,3,68.66
EV011,2026-01-14,84.21,63.19,28.84,610.72,31.74,1,72.27
EV011,2026-01-15,84.16,20.57,34.46,613.55,57.78,1,73.13
EV011,2026-01-16,84.08,32.71,32.8,616.86,56.89,2,74.34
EV011,2026-01-17,83.96,37.54,36.32,619.82,33.96,4,78.44
EV011,2026-01-18,83.89,26.27,24.4,622.59,43.93,3,72.55
EV011,2026-01-19,83.76,57.0,36.01,625.95,46.17,2,72.82
EV011,2026-01-20,83.72,47.81,34.41,628.19,51.55,1,74.22
EV011,2026-01-21,83.63,24.25,27.27,632.01,49.62,3,70.03
EV011,2026-01-22,83.57,69.78,34.15,634.47,45.02,3,73.55
EV011,2026-01-23,83.49,43.08,38.6,637.33,50.39,1,75.56
EV011,2026-01-24,83.42,40.18,32.35,640.04,46.26,4,73.37
EV011,2026-01-25,83.35,43.37,33.52,642.73,57.35,4,76.39
EV011,2026-01-26,83.29,63.74,34.43,646.43,42.99,0,74.34
EV011,2026-01-27,83.23,39.26,30.01,650.13,51.43,1,71.31
EV011,2026-01-28,83.16,49.35,33.23,652.95,54.84,3,67.29
EV011,2026-01-29,83.09,37.19,32.24,656.78,52.8,1,72.53
EV011,2026-01-30,83.0,35.87,29.29,660.48,41.65,4,67.63
EV011,2026-01-31,82.92,47.72,36.03,663.0,43.27,1,75.44
EV011,2026-02-01,82.81,69.08,35.64,665.84,56.63,3,69.99
EV011,2026-02-02,82.69,44.22,35.81,668.78,42.29,3,80.02
EV011,2026-02-03,82.63,25.4,30.82,672.09,57.91,1,68.34
EV011,2026-02-04,82.55,25.94,33.43,675.27,46.2,2,76.94
EV011,2026-02-05,82.51,41.28,27.53,677.93,48.52,1,68.39
EV011,2026-02-06,82.42,69.87,35.22,680.46,42.33,3,72.47
EV011,2026-02-07,82.33,58.34,28.26,683.98,49.0,4,68.28
EV011,2026-02-08,82.24,45.54,31.14,687.82,54.64,2,75.49
EV011,2026-02-09,82.14,52.15,29.77,691.74,51.6,2,77.49
EV011,2026-02-10,82.05,22.82,33.64,695.55,34.0,2,68.4
EV011,2026-02-11,81.96,20.72,32.41,699.22,62.23,3,75.85
EV011,2026-02-12,81.84,65.87,36.82,702.38,27.45,2,77.79
EV011,2026-02-13,81.77,48.43,32.8,705.18,49.76,2,77.75
EV011,2026-02-14,81.71,75.44,30.21,707.35,48.76,2,75.56
EV011,2026-02-15,81.64,26.45,33.84,710.36,45.8,2,74.29
EV011,2026-02-16,81.56,56.82,33.64,713.67,42.69,2,76.64
EV011,2026-02-17,81.42,56.88,37.21,717.2,37.74,2,74.01
EV011,2026-02-18,81.3,50.23,36.37,720.13,49.67,5,73.36
EV011,2026-02-19,81.15,62.25,36.78,724.04,46.46,3,71.41
EV011,2026-02-20,81.1,47.61,32.75,726.88,49.35,1,78.03
EV011,2026-02-21,80.96,67.36,37.08,730.42,57.16,3,75.46
EV011,2026-02-22,80.91,20.67,30.59,733.67,51.83,0,71.4
EV011,2026-02-23,80.82,43.73,30.09,737.21,45.65,2,75.63
EV011,2026-02-24,80.78,55.66,33.14,739.89,32.8,1,69.06
EV011,2026-02-25,80.71,25.23,33.26,742.73,43.14,2,74.86
EV011,2026-02-26,80.62,54.61,34.96,746.69,53.93,3,72.49
EV011,2026-02-27,80.54,70.85,33.62,749.84,52.97,2,75.56
EV011,2026-02-28,80.48,61.48,34.69,752.42,47.57,3,76.69
EV011,2026-03-01,80.42,65.41,33.75,755.25,45.2,2,74.83
EV011,2026-03-02,80.38,57.94,27.56,757.68,50.41,1,69.35
EV011,2026-03-03,80.23,57.48,35.15,761.51,57.22,3,75.77
EV011,2026-03-04,80.15,23.92,27.01,764.58,55.77,3,74.03
EV011,2026-03-05,80.06,33.01,34.23,768.36,45.94,2,76.15
EV011,2026-03-06,80.0,31.05,27.35,770.86,44.02,2,70.03
EV011,2026-03-07,79.92,55.99,33.42,773.97,42.27,2,74.43
EV011,2026-03-08,79.8,65.79,36.54,777.18,45.83,2,76.94
EV011,2026-03-09,79.71,61.93,37.68,780.07,41.74,1,73.73
EV011,2026-03-10,79.63,54.68,33.47,783.24,43.51,2,76.3
EV011,2026-03-11,79.57,63.52,32.77,785.64,42.4,2,72.87
EV011,2026-03-12,79.49,58.05,26.34,789.11,40.28,2,70.89
EV011,2026-03-13,79.4,48.43,35.32,791.49,51.17,2,73.09
EV011,2026-03-14,79.35,64.01,32.74,794.84,44.73,1,72.79
EV011,2026-03-15,79.28,51.69,28.15,797.78,41.5,2,75.41
EV011,2026-03-16,79.23,61.84,30.31,801.19,50.46,1,71.76
EV011,2026-03-17,79.17,47.83,30.94,803.75,61.64,2,74.22
EV011,2026-03-18,79.05,43.34,38.65,806.82,48.47,2,76.86
EV011,2026-03-19,78.9,68.17,38.25,810.57,52.27,2,79.51
EV011,2026-03-20,78.74,41.27,37.26,814.52,49.64,3,79.7
EV011,2026-03-21,78.6,25.42,35.79,818.43,31.46,3,75.2
EV011,2026-03-22,78.54,36.85,34.63,820.62,45.39,2,77.07
EV011,2026-03-23,78.48,30.77,33.48,824.53,34.09,1,79.52
EV011,2026-03-24,78.39,33.57,29.68,828.25,55.26,4,70.02
EV011,2026-03-25,78.26,34.67,36.58,831.34,54.33,2,74.4
EV011,2026-03-26,78.19,56.1,32.79,834.54,42.67,3,74.44
EV011,2026-03-27,78.06,65.57,35.5,837.83,44.0,3,74.36
EV011,2026-03-28,77.93,67.6,40.74,841.16,35.06,4,77.44
EV011,2026-03-29,77.78,34.03,36.21,844.97,51.69,3,79.8
EV011,2026-03-30,77.73,33.87,32.96,848.12,59.17,1,67.37
EV011,2026-03-31,77.66,57.48,32.51,851.26,44.47,4,70.64
EV011,2026-04-01,77.57,65.44,36.97,853.44,69.62,2,70.9
EV011,2026-04-02,77.45,70.8,38.92,857.37,60.32,1,75.4
EV011,2026-04-03,77.36,57.72,35.63,859.66,56.28,2,75.04
EV011,2026-04-04,77.3,57.29,29.28,862.28,65.25,3,71.08
EV011,2026-04-05,77.26,63.74,29.68,864.45,37.23,1,75.31
EV011,2026-04-06,77.16,28.11,36.38,867.09,60.63,2,77.61
EV011,2026-04-07,77.06,71.24,37.36,869.64,54.1,2,76.44
EV011,2026-04-08,76.97,72.25,36.39,872.3,40.29,1,76.17
EV011,2026-04-09,76.92,54.67,34.63,875.75,43.99,1,74.95
EV011,2026-04-10,76.87,20.4,33.2,878.71,42.75,1,70.71
EV011,2026-04-11,76.79,27.27,37.59,881.23,56.84,1,77.37
EV011,2026-04-12,76.67,31.51,36.17,885.18,39.2,1,77.61
EV011,2026-04-13,76.58,22.85,31.97,888.74,47.92,3,74.54
EV011,2026-04-14,76.53,73.91,32.46,891.98,50.23,1,75.21
EV011,2026-04-15,76.47,40.06,27.48,895.13,42.51,1,76.23
EV011,2026-04-16,76.38,52.72,33.04,898.96,31.35,2,76.92
EV011,2026-04-17,76.25,33.91,39.39,902.28,33.95,2,76.22
EV011,2026-04-18,76.14,25.65,36.71,904.97,32.03,2,74.38
EV011,2026-04-19,76.04,64.21,41.95,907.48,56.05,2,72.87
EV011,2026-04-20,76.0,63.95,33.87,909.91,55.43,1,72.5
EV011,2026-04-21,75.91,71.78,33.78,913.59,33.54,3,76.81
EV011,2026-04-22,75.82,35.46,29.78,917.37,57.49,3,78.08
EV011,2026-04-23,75.74,47.28,32.18,920.5,50.63,4,72.21
EV011,2026-04-24,75.66,53.2,29.76,923.64,44.16,2,73.18
EV011,2026-04-25,75.5,21.78,35.22,927.47,47.46,3,69.61
EV011,2026-04-26,75.35,23.27,36.55,931.08,44.22,2,71.72
EV011,2026-04-27,75.28,48.67,34.96,934.11,45.79,2,73.96
EV011,2026-04-28,75.19,29.7,34.55,937.65,65.76,2,73.25
EV011,2026-04-29,75.09,72.66,35.72,940.36,55.01,2,75.39
EV011,2026-04-30,75.01,25.97,35.8,942.91,39.22,1,77.32
EV011,2026-05-01,74.94,28.22,30.49,945.75,58.82,2,73.27
EV011,2026-05-02,74.88,21.2,32.42,948.35,47.79,3,77.46
EV011,2026-05-03,74.81,62.99,32.23,951.17,50.66,2,69.24
EV011,2026-05-04,74.75,62.2,29.71,954.74,41.43,1,69.31
EV011,2026-05-05,74.61,39.34,35.23,958.43,44.54,3,78.46
EV011,2026-05-06,74.5,43.27,44.84,961.95,44.7,0,67.71
EV011,2026-05-07,74.36,59.51,42.21,965.48,59.23,4,73.67
EV011,2026-05-08,74.3,52.05,32.88,968.1,42.41,3,76.33
EV011,2026-05-09,74.21,66.75,35.27,970.39,44.19,2,74.73
EV011,2026-05-10,74.12,61.75,36.44,972.72,44.21,2,69.41
EV011,2026-05-11,74.04,74.75,33.96,975.9,41.48,4,80.04
EV011,2026-05-12,73.9,55.75,40.06,979.21,49.43,3,73.64
EV011,2026-05-13,73.76,36.81,42.54,982.67,46.75,3,81.13
EV011,2026-05-14,73.64,68.53,40.13,985.94,56.51,2,71.01
EV011,2026-05-15,73.55,50.86,31.81,989.36,45.78,3,70.0
EV011,2026-05-16,73.41,29.63,37.51,993.17,44.37,3,71.91
EV011,2026-05-17,73.36,47.91,29.73,995.37,31.56,3,75.49
EV011,2026-05-18,73.28,27.62,28.33,998.38,43.56,2,76.01
EV011,2026-05-19,73.14,40.98,37.08,1001.98,36.36,4,72.28
EV011,2026-05-20,73.1,31.4,34.94,1004.42,44.04,1,69.92
EV011,2026-05-21,72.97,33.82,36.89,1007.7,42.3,3,82.03
EV011,2026-05-22,72.82,58.14,40.42,1011.49,55.92,3,74.34
EV011,2026-05-23,72.77,57.09,33.9,1014.75,49.4,0,75.26
EV011,2026-05-24,72.69,45.87,30.9,1017.9,42.24,2,80.19
EV011,2026-05-25,72.62,45.51,28.04,1020.97,47.67,2,75.91
EV011,2026-05-26,72.54,52.75,34.64,1024.31,48.32,3,73.17
EV011,2026-05-27,72.47,47.88,30.92,1028.3,43.82,1,74.43
EV011,2026-05-28,72.38,58.59,29.77,1032.24,54.5,4,77.21
EV011,2026-05-29,72.23,23.35,37.52,1036.04,51.58,3,69.96
EV011,2026-05-30,72.16,58.94,31.05,1038.97,51.17,2,71.0
EV011,2026-05-31,72.1,23.94,33.62,1041.33,56.0,3,79.16
EV011,2026-06-01,72.02,61.05,30.28,1044.67,50.27,2,75.25
EV011,2026-06-02,71.93,58.14,33.83,1048.43,45.08,2,74.77
EV011,2026-06-03,71.81,67.78,35.88,1052.24,40.59,1,74.09
EV011,2026-06-04,71.67,33.37,35.2,1055.94,48.0,2,72.14
EV011,2026-06-05,71.61,35.98,30.74,1058.52,36.46,2,71.17
EV011,2026-06-06,71.52,33.2,30.99,1062.08,45.12,2,74.34
EV011,2026-06-07,71.45,42.51,33.5,1064.98,47.34,3,76.51
EV011,2026-06-08,71.41,74.36,33.89,1067.27,48.18,1,77.21
EV011,2026-06-09,71.37,34.55,25.87,1069.95,49.76,1,80.2
EV011,2026-06-10,71.33,60.71,32.24,1072.23,44.55,1,74.42
EV011,2026-06-11,71.24,71.91,35.32,1074.55,53.46,2,74.47
EV011,2026-06-12,71.2,33.8,33.26,1077.35,42.28,1,70.78
EV011,2026-06-13,71.1,24.26,32.58,1081.14,55.44,2,70.8
EV011,2026-06-14,70.95,52.28,35.04,1085.12,47.85,2,78.34
EV011,2026-06-15,70.88,44.51,31.15,1088.06,48.61,4,69.9
EV011,2026-06-16,70.79,55.44,31.98,1091.75,38.44,3,73.46
EV011,2026-06-17,70.75,22.68,29.54,1094.42,50.95,1,70.51
EV011,2026-06-18,70.63,63.74,36.83,1097.47,26.03,3,71.75
EV011,2026-06-19,70.5,57.92,35.54,1100.84,59.1,3,70.94
EV011,2026-06-20,70.43,23.35,30.24,1103.49,58.17,2,76.35
EV011,2026-06-21,70.36,46.4,33.53,1106.56,44.31,2,78.07
EV011,2026-06-22,70.3,33.78,34.56,1109.2,55.27,2,73.98
EV011,2026-06-23,70.24,71.17,27.08,1112.42,47.73,0,75.73
EV011,2026-06-24,70.16,36.61,31.66,1115.55,56.07,4,71.58
EV011,2026-06-25,70.05,64.27,36.17,1118.34,37.16,2,69.08
EV011,2026-06-26,69.93,76.03,37.77,1121.19,38.76,2,78.5
EV011,2026-06-27,69.89,33.89,30.99,1123.67,46.26,1,76.93
EV011,2026-06-28,69.76,74.48,40.78,1127.03,42.35,2,76.26
EV011,2026-06-29,69.71,24.44,31.45,1130.02,47.34,0,68.71
EV011,2026-06-30,69.6,44.82,38.01,1133.0,53.43,2,76.08
EV012,2025-07-01,99.99,28.1,19.9,2.35,44.78,0,98.76
EV012,2025-07-02,99.96,48.02,35.98,4.84,56.48,1,95.98
EV012,2025-07-03,99.94,60.2,23.29,7.5,30.91,0,99.19
EV012,2025-07-04,99.93,70.4,32.32,9.34,40.5,0,98.01
EV012,2025-07-05,99.91,43.58,19.84,12.32,40.65,2,100.0
EV012,2025-07-06,99.89,63.12,24.1,14.93,36.19,1,93.93
EV012,2025-07-07,99.86,51.46,24.38,17.82,58.45,0,99.43
EV012,2025-07-08,99.85,32.21,24.57,19.81,28.51,0,100.0
EV012,2025-07-09,99.84,37.36,29.65,22.29,30.14,1,95.14
EV012,2025-07-10,99.81,28.65,23.86,25.19,52.64,2,96.11
EV012,2025-07-11,99.79,83.2,24.34,27.51,27.38,0,100.0
EV012,2025-07-12,99.77,48.56,19.99,29.66,23.58,2,97.94
EV012,2025-07-13,99.75,74.0,17.97,32.6,37.63,0,96.81
EV012,2025-07-14,99.73,74.66,21.27,35.24,33.08,0,99.48
EV012,2025-07-15,99.72,41.97,21.24,37.34,42.69,0,93.53
EV012,2025-07-16,99.71,69.67,25.82,39.84,23.24,1,97.99
EV012,2025-07-17,99.68,55.32,29.68,42.9,37.5,0,96.53
EV012,2025-07-18,99.67,58.11,32.48,45.71,42.22,1,96.63
EV012,2025-07-19,99.65,53.23,12.07,48.45,23.53,2,98.73
EV012,2025-07-20,99.63,84.15,25.66,51.18,44.83,1,100.0
EV012,2025-07-21,99.61,33.96,22.17,53.82,52.43,2,98.37
EV012,2025-07-22,99.59,24.72,27.93,56.8,37.01,1,99.97
EV012,2025-07-23,99.57,31.34,25.24,60.03,45.33,1,97.53
EV012,2025-07-24,99.56,49.86,32.86,62.22,43.37,1,93.4
EV012,2025-07-25,99.54,93.78,14.35,64.45,34.34,1,100.0
EV012,2025-07-26,99.53,85.56,22.22,66.5,34.86,0,100.0
EV012,2025-07-27,99.51,21.57,23.84,68.88,40.33,0,94.33
EV012,2025-07-28,99.49,94.09,23.42,72.08,39.12,0,99.61
EV012,2025-07-29,99.47,93.06,15.41,74.14,51.6,0,93.11
EV012,2025-07-30,99.45,55.35,35.7,76.75,40.85,1,89.4
EV012,2025-07-31,99.43,42.83,18.72,79.25,35.71,0,96.65
EV012,2025-08-01,99.42,53.46,14.37,81.07,29.11,1,94.45
EV012,2025-08-02,99.4,20.08,19.61,83.69,46.77,0,94.79
EV012,2025-08-03,99.38,95.33,26.65,86.62,37.4,1,100.0
EV012,2025-08-04,99.36,50.13,21.72,89.01,35.91,0,98.58
EV012,2025-08-05,99.35,21.78,11.16,90.89,35.86,0,96.97
EV012,2025-08-06,99.34,72.82,28.86,93.86,45.62,0,100.0
EV012,2025-08-07,99.31,91.35,32.09,96.32,31.79,2,95.66
EV012,2025-08-08,99.29,38.21,10.0,99.08,54.26,1,92.49
EV012,2025-08-09,99.27,90.09,18.74,101.45,46.91,1,96.74
EV012,2025-08-10,99.26,85.73,32.32,103.47,44.64,1,97.42
EV012,2025-08-11,99.24,53.58,10.0,105.41,47.34,0,98.84
EV012,2025-08-12,99.22,52.39,23.69,107.54,30.77,0,94.9
EV012,2025-08-13,99.2,32.07,24.45,110.78,28.71,0,94.19
EV012,2025-08-14,99.18,66.65,19.53,112.65,46.77,0,95.61
EV012,2025-08-15,99.16,76.44,28.36,115.7,44.95,0,96.32
EV012,2025-08-16,99.14,99.11,29.79,117.54,35.66,1,100.0
EV012,2025-08-17,99.12,24.07,26.16,119.31,50.49,1,100.0
EV012,2025-08-18,99.11,26.41,25.44,121.74,44.56,0,100.0
EV012,2025-08-19,99.1,53.43,22.56,123.97,42.73,1,97.45
EV012,2025-08-20,99.08,49.65,19.95,125.92,33.83,2,99.84
EV012,2025-08-21,99.06,84.33,18.28,128.29,39.45,3,97.83
EV012,2025-08-22,99.05,82.65,25.05,130.5,44.77,1,99.35
EV012,2025-08-23,99.03,68.51,26.78,133.67,56.11,0,95.14
EV012,2025-08-24,99.01,38.6,25.13,136.83,40.31,0,95.98
EV012,2025-08-25,98.98,45.48,35.07,139.25,50.64,0,93.89
EV012,2025-08-26,98.96,33.19,23.97,141.87,52.23,1,94.67
EV012,2025-08-27,98.93,50.32,25.45,145.07,49.78,1,96.14
EV012,2025-08-28,98.91,91.32,15.99,147.59,60.76,0,97.89
EV012,2025-08-29,98.89,47.94,10.0,149.81,53.26,0,94.34
EV012,2025-08-30,98.87,72.19,32.73,152.79,38.84,0,93.94
EV012,2025-08-31,98.84,97.32,24.02,155.79,49.11,2,97.4
EV012,2025-09-01,98.82,54.08,27.29,158.72,50.22,0,99.1
EV012,2025-09-02,98.8,51.08,29.26,161.59,48.36,1,90.73
EV012,2025-09-03,98.79,29.72,25.55,164.42,47.72,1,100.0
EV012,2025-09-04,98.77,71.46,19.78,167.58,31.94,0,100.0
EV012,2025-09-05,98.75,71.16,19.77,169.65,39.54,1,95.75
EV012,2025-09-06,98.73,55.86,34.63,172.64,42.44,1,96.28
EV012,2025-09-07,98.71,35.97,23.49,174.98,45.23,1,100.0
EV012,2025-09-08,98.69,64.34,34.45,177.91,51.99,2,98.08
EV012,2025-09-09,98.68,52.54,22.69,179.86,35.99,0,98.46
